"18.95"
"19.05"
"19.14"
""
""
"19.08"
"18.96"
"18.81"
"18.85"
"18.7"
""
""
"19.05"
"18.78"
"18.77"
"18.65"
"19"
""
""
"18.73"
"18.01"
"18"
"19.8"
"19.74"
""
""
"19"
"19.1"
"19.35"
"20.6"
"21.3"
""
""
"22"
"22.3"
"21.84"
"24"
"22.7"
""
""
"22"
"21.2"
"20.4"
"20.48"
"20.08"
""
""
"20.4"
"20.14"
"20.98"
"20.6"
"20.54"
""
""
"20.56"
"21.4"
"20.98"
"21.04"
""
""
"21.14"
"21.04"
"20.66"
"20.64"
"20.88"
""
""
"20.9"
"21.04"
"23.12"
"22.6"
"8.06"
""
""
"8.26"
"8.34"
"8.96"
"9.24"
"9.22"
""
""
"9.38"
"9.13"
"9.61"
"9.67"
"10.63"
""
""
"10.18"
"10.47"
